Date,USD_KZT
2024-03-20,450.1855757391297
2024-03-21,449.74623196345465
2024-03-22,450.46045710647815
2024-03-23,453.4162451959612
2024-03-24,452.3797047594139
2024-03-25,450.7627175536275
2024-03-26,449.7592034664585
2024-03-27,451.5900077018626
2024-03-28,452.247509921182
2024-03-29,451.1879895136479
2024-03-30,452.2145243798746
2024-03-31,452.40867947857066
2024-04-01,454.3459694596365
2024-04-02,452.94186327188174
2024-04-03,452.2865389786862
2024-04-04,451.5023226724219
2024-04-05,448.57529277615765
2024-04-06,449.1675333302868
2024-04-07,449.6896438746466
2024-04-08,449.6998707879315
2024-04-09,449.23069652118124
2024-04-10,446.3999550370804
2024-04-11,445.55866439154966
2024-04-12,444.8732353584961
2024-04-13,443.2686808200529
2024-04-14,442.9461093967209
2024-04-15,443.75421111034996
2024-04-16,447.526582912771
2024-04-17,447.8757385384347
2024-04-18,448.39083931988023
2024-04-19,448.2419474883479
2024-04-20,444.4044050577498
2024-04-21,444.35137730685136
2024-04-22,444.47183772673344
2024-04-23,449.398321951704
2024-04-24,449.01360002214176
2024-04-25,449.61669470680897
2024-04-26,449.5472711673985
2024-04-27,447.2099150921594
2024-04-28,449.49556072118946
2024-04-29,450.999426786563
2024-04-30,452.5814906806491
2024-05-01,450.7627157710596
2024-05-02,453.56830439293185
2024-05-03,450.76460226734724
2024-05-04,451.9383164549478
2024-05-05,456.31922770656774
2024-05-06,454.3381550563064
2024-05-07,453.20555959710083
2024-05-08,453.40486232727613
2024-05-09,452.3979110190437
2024-05-10,449.2965841569115
2024-05-11,449.4337101065235
2024-05-12,447.3091026790713
2024-05-13,448.25628754034165
2024-05-14,446.41743907187407
2024-05-15,449.5173078819091
2024-05-16,447.9508012972367
2024-05-17,447.30667826482534
2024-05-18,448.93371269956464
2024-05-19,446.47198406669673
2024-05-20,446.926903935905
2024-05-21,449.54118944446986
2024-05-22,446.3262229753474
2024-05-23,446.695490692412
2024-05-24,447.2152562809089
2024-05-25,448.7789020244635
2024-05-26,446.3050006027073
2024-05-27,443.66408737653876
2024-05-28,444.70797050777253
2024-05-29,445.3019398542389
2024-05-30,445.8029255549307
2024-05-31,446.49582197392465
2024-06-01,445.13577253076767
2024-06-02,445.60027992508964
2024-06-03,446.186424871687
2024-06-04,444.7577220356343
2024-06-05,448.4892710579238
2024-06-06,449.43693689974737
2024-06-07,447.05432990534206
2024-06-08,448.3674371226097
2024-06-09,446.4180737821551
2024-06-10,447.99224298964
2024-06-11,450.3094341476548
2024-06-12,448.6680695109514
2024-06-13,450.59482176944005
2024-06-14,451.420383623313
2024-06-15,453.064503943302
2024-06-16,456.8580899086099
2024-06-17,456.36731367660417
2024-06-18,454.8598413478892
2024-06-19,453.0808124886381
2024-06-20,451.44919191870724
2024-06-21,451.294988499879
2024-06-22,451.97729244951233
2024-06-23,452.5306740481724
2024-06-24,454.1850405462444
2024-06-25,454.2110443300002
2024-06-26,457.11811248431485
2024-06-27,456.58879881783895
2024-06-28,462.0291371510182
2024-06-29,463.2804718465482
2024-06-30,461.5661567337156
2024-07-01,459.4243717375934
2024-07-02,460.3893165680798
2024-07-03,459.9423909974281
2024-07-04,461.3703919856123
2024-07-05,462.31686723475934
2024-07-06,462.1712094094456
2024-07-07,460.4776219733088
2024-07-08,457.4479275239371
2024-07-09,456.554897619803
2024-07-10,458.26769520845
2024-07-11,458.6958826967104
2024-07-12,456.2044051392864
2024-07-13,456.5507669909888
2024-07-14,457.32140175044646
2024-07-15,455.5536868780442
2024-07-16,455.86113708993526
2024-07-17,455.97755452682725
2024-07-18,453.691613931166
2024-07-19,454.40718865186255
2024-07-20,455.528757704599
2024-07-21,457.69486019094956
2024-07-22,459.8024642950194
2024-07-23,457.0471255591052
2024-07-24,455.17147547927493
2024-07-25,456.2015460136923
2024-07-26,457.22911791551667
2024-07-27,458.25921328812876
2024-07-28,465.9646762694382
2024-07-29,467.10645729082455
2024-07-30,469.37758857118575
2024-07-31,471.2855920981722
2024-08-01,472.58837460078377
2024-08-02,471.95783611150307
2024-08-03,473.4757745524896
2024-08-04,471.9301241234145
2024-08-05,471.4564869099344
2024-08-06,470.4857598142762
2024-08-07,470.6495080930489
2024-08-08,475.2788252263959
2024-08-09,471.5442948412124
2024-08-10,472.91681522196143
2024-08-11,469.6913834795821
2024-08-12,468.74751974800324
2024-08-13,470.925420941938
2024-08-14,471.0539809801289
2024-08-15,468.8984914242703
2024-08-16,467.46788400575036
2024-08-17,468.8270795036197
2024-08-18,467.36634624018546
2024-08-19,467.7992634193494
2024-08-20,467.890407099157
2024-08-21,466.5872064039454
2024-08-22,470.87509458259603
2024-08-23,472.1429326272321
2024-08-24,468.09264745391687
2024-08-25,468.4655560834557
2024-08-26,467.14198315391894
2024-08-27,468.8468498235114
2024-08-28,467.261808346646
2024-08-29,467.0323354637122
2024-08-30,468.0423100216731
2024-08-31,469.77382041001334
2024-09-01,467.37322759590177
2024-09-02,466.7042251242199
2024-09-03,465.754334501898
2024-09-04,464.4476760367505
2024-09-05,467.97858451731275
2024-09-06,468.78854793923466
2024-09-07,466.2667800305646
2024-09-08,468.1025039246741
2024-09-09,472.3468163186994
2024-09-10,474.41174683980165
2024-09-11,471.3730069078936
2024-09-12,470.40453876216117
2024-09-13,472.93836106053436
2024-09-14,471.5230221292968
2024-09-15,472.4106609855893
2024-09-16,473.95992909244796
2024-09-17,472.1060681492918
2024-09-18,471.9870174371682
2024-09-19,465.5044827570301
2024-09-20,463.4557074743615
2024-09-21,462.9505711715751
2024-09-22,460.4550048076454
2024-09-23,463.71982741550875
2024-09-24,460.85954465958747
2024-09-25,459.9794556861935
2024-09-26,460.2409368407657
2024-09-27,463.1234834188979
2024-09-28,460.251759116539
2024-09-29,462.5780866208489
2024-09-30,462.5985527428881
2024-10-01,460.63553544079224
2024-10-02,461.5597423893187
2024-10-03,461.9578617804657
2024-10-04,460.7574280261481
2024-10-05,460.8970321961281
2024-10-06,460.1264050024046
2024-10-07,460.3534396929071
2024-10-08,461.6777010419492
2024-10-09,464.8497346742399
2024-10-10,462.37410367658623
2024-10-11,466.64017042589876
2024-10-12,462.73599482685376
2024-10-13,462.43242463678257
2024-10-14,463.60905904975175
2024-10-15,464.1710427852218
2024-10-16,462.9256437455806
2024-10-17,462.5093992448661
2024-10-18,461.52339737554837
2024-10-19,460.34466786165996
2024-10-20,462.043872055702
2024-10-21,462.7579030276321
2024-10-22,461.37208383711084
2024-10-23,463.1712835879773
2024-10-24,463.7858826297305
2024-10-25,465.41160686740847
2024-10-26,466.67086455125565
2024-10-27,465.01287452941153
2024-10-28,463.8925124490176
2024-10-29,465.3870996592641
2024-10-30,466.607840190131
2024-10-31,466.56603700220273
2024-11-01,466.8006917688203
2024-11-02,469.35602156039715
2024-11-03,468.1728787827255
2024-11-04,469.26707354506556
2024-11-05,468.86268824019777
2024-11-06,468.42732583374334
2024-11-07,470.62487953771773
2024-11-08,472.2757122356938
2024-11-09,473.9027315076951
2024-11-10,476.5136891220037
2024-11-11,476.55569680526924
2024-11-12,477.9196027478592
2024-11-13,477.29906923467223
2024-11-14,477.9474019396491
2024-11-15,477.6871158309138
2024-11-16,477.8811077608992
2024-11-17,479.071421811773
2024-11-18,477.4349804453061
2024-11-19,481.619754996677
2024-11-20,479.6077202336776
2024-11-21,477.17934300810214
2024-11-22,479.4955647551023
2024-11-23,481.07889014302816
2024-11-24,482.3271297771325
2024-11-25,483.58382079566104
2024-11-26,483.55932724996717
2024-11-27,481.76481850699554
2024-11-28,481.91642762338296
2024-11-29,480.56210420035876
2024-11-30,482.5123436671943
2024-12-01,482.21822890418997
2024-12-02,480.567234510605
2024-12-03,479.92446282729895
2024-12-04,480.7503257358502
2024-12-05,479.6228766302423
2024-12-06,477.9784358391094
2024-12-07,478.4658102620932
2024-12-08,478.9557434043107
2024-12-09,477.9418570535684
2024-12-10,476.99978044233177
2024-12-11,477.463880317047
2024-12-12,474.5677116340524
2024-12-13,471.7527840852993
2024-12-14,470.31589564279443
2024-12-15,469.88900133937074
2024-12-16,470.51081647056674
2024-12-17,473.4615289044658
2024-12-18,475.1768481508699
2024-12-19,474.85697109094303
2024-12-20,474.81893867513764
2024-12-21,472.813879945862
2024-12-22,472.77685367387727
2024-12-23,472.199536396037
2024-12-24,472.84497351671314
2024-12-25,471.1905116296085
2024-12-26,472.22920465809085
2024-12-27,475.294682484096
2024-12-28,475.0771621871823
2024-12-29,475.88058563138014
2024-12-30,477.2608736148024
2024-12-31,476.4584326710307
